"","EcoRegion.Domain","Terrain","Incident.Type","Age","Group.Type","Weight..Kg.","Height..Cm.","Build","Physical.Fitness","Mental.Fitness","Experience","Equipment","Personality","Total.hours","Temp.H","Temp.L","Snow","Rain","Subject.Status","Super.Category","Group"
"13376","DRY","MOUNTAINOUS","SEARCH",13,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"13377","TEMPERATE","MOUNTAINOUS","SEARCH",16,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"13378","TEMPERATE","MOUNTAINOUS","SEARCH",19,"MM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","SNOW","YES"
"13379","DRY","MOUNTAINOUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,"YES"
"13380","DRY","MOUNTAINOUS","SEARCH",15,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"13381","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"13382","TEMPERATE","MOUNTAINOUS","SEARCH",16,"MM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","SNOW","YES"
"13383","TEMPERATE","MOUNTAINOUS","SEARCH",50,"MM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"13384","TEMPERATE","MOUNTAINOUS","SEARCH",41,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"13385","TEMPERATE","WATER","SEARCH",3,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","WATER",NA
"13386","TEMPERATE","MOUNTAINOUS","SEARCH",62,"MM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"13387","DRY","HILLY","SEARCH",40,"AC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,"YES"
"13388","TEMPERATE","MOUNTAINOUS","SEARCH",93,"F",NA,NA,NA,NA,"MODERATE",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES",NA
"13389","TEMPERATE","MOUNTAINOUS","SEARCH",65,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"13390","TEMPERATE","MOUNTAINOUS","WATER",29,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,NA
"13391","TEMPERATE","MOUNTAINOUS","SEARCH",46,"MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"13392","TEMPERATE","MOUNTAINOUS","SEARCH",6,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","CHILD",NA
"13393","TEMPERATE","MOUNTAINOUS","SEARCH",75,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOA",NA,NA
"13394","TEMPERATE","MOUNTAINOUS","SEARCH",47,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"13395","DRY","MOUNTAINOUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,"YES"
"13396","TEMPERATE","MOUNTAINOUS","SEARCH",27,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,NA
"13397","TEMPERATE","MOUNTAINOUS","SEARCH",37,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"13398","TEMPERATE","MOUNTAINOUS","SEARCH",41,"MM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","SNOW","YES"
"13399","TEMPERATE","MOUNTAINOUS",NA,80,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,NA
"13400","DRY","FLAT","SEARCH",44,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"13401","TEMPERATE","MOUNTAINOUS","SEARCH",22,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE",NA
"13402","TEMPERATE","MOUNTAINOUS","SEARCH",64,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE",NA
"13403","TEMPERATE","MOUNTAINOUS","SEARCH",45,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"13404","TEMPERATE","MOUNTAINOUS","SEARCH",77,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOA",NA,NA
"13405","TEMPERATE","MOUNTAINOUS","SEARCH",53,"AC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"13406","TEMPERATE","MOUNTAINOUS","WATER",NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOA",NA,NA
"13407","TEMPERATE","MOUNTAINOUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,"YES"
"13408","TEMPERATE","MOUNTAINOUS","SEARCH",20,"MM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","YES"
"13409","TEMPERATE","MOUNTAINOUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,"YES"
"13410","TEMPERATE","MOUNTAINOUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,"YES"
"13411","TEMPERATE","MOUNTAINOUS","SEARCH",3,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","CHILD",NA
"13412","TEMPERATE","MOUNTAINOUS","SEARCH",34,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR",NA
"13413","TEMPERATE","MOUNTAINOUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,"YES"
"13414","TEMPERATE","MOUNTAINOUS","SEARCH",18,"MM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,"YES"
"13415","TEMPERATE","MOUNTAINOUS","SEARCH",59,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE",NA
"13416","TEMPERATE","MOUNTAINOUS","SEARCH",91,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOA","VEHICLE",NA
"13417","TEMPERATE","MOUNTAINOUS","SEARCH",26,"MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","YES"
"13418","DRY","MOUNTAINOUS","SEARCH",18,"MM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","SNOW","YES"
"13419","TEMPERATE","MOUNTAINOUS","SEARCH",33,"MM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","YES"
"13420","DRY","MOUNTAINOUS","SEARCH",19,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOA",NA,NA
"13421","TEMPERATE","MOUNTAINOUS","SEARCH",16,"MM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","SNOW","YES"
"13422","TEMPERATE","MOUNTAINOUS","SEARCH",26,"AC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","YES"
"13423","DRY","HILLY","SEARCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,"YES"
"13424","TEMPERATE","MOUNTAINOUS","SEARCH",40,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","NO"
"13425","TEMPERATE","MOUNTAINOUS","SEARCH",27,"AC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,"YES"
"13426","TEMPERATE","MOUNTAINOUS","SEARCH",37,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","NO"
"13427","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","YES"
"13428","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","NO"
"13429","TEMPERATE","MOUNTAINOUS","SEARCH",25,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOA","OUTDOOR","NO"
"13430","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"AC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"13431","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"13432","DRY","MOUNTAINOUS","SEARCH",27,"M",NA,NA,NA,NA,"MILD",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","DESPONDENT","NO"
"13433","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"AC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","YES"
"13434","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"MM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","SNOW","YES"
"13435","TEMPERATE","MOUNTAINOUS","SEARCH",35,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOA",NA,"NO"
"13436","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","SNOW","YES"
"13437","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOA","OTHER MENTAL ISSUES","NO"
"13438","TEMPERATE","MOUNTAINOUS","SEARCH",36,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13439","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"MM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","YES"
"13440","TEMPERATE","MOUNTAINOUS","SEARCH",84,"F",NA,NA,NA,NA,"MODERATE",NA,NA,NA,NA,NA,NA,NA,NA,"DOA","OTHER MENTAL ISSUES","NO"
"13441","TEMPERATE","MOUNTAINOUS","SEARCH",75,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","SNOW","NO"
"13442","TEMPERATE","MOUNTAINOUS","SEARCH",18,"F",NA,NA,NA,NA,"MILD",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES","NO"
"13443","TEMPERATE","MOUNTAINOUS","SEARCH",56,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","SNOW","NO"
"13444","TEMPERATE","MOUNTAINOUS","SEARCH",13,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13445","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"AC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","YES"
"13446","TEMPERATE","MOUNTAINOUS","SEARCH",80,"M",NA,NA,NA,NA,"MODERATE",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES","NO"
"13447","TEMPERATE","MOUNTAINOUS","SEARCH",37,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","NO"
"13448","TEMPERATE","MOUNTAINOUS","SEARCH",34,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOA","OUTDOOR","NO"
"13449","TEMPERATE","MOUNTAINOUS","SEARCH",26,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13450","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"M",NA,NA,NA,NA,"MODERATE",NA,NA,NA,NA,NA,NA,NA,NA,"DOA","OTHER MENTAL ISSUES","NO"
"13451","TEMPERATE","MOUNTAINOUS","SEARCH",36,"F",NA,NA,NA,NA,"SEVERE",NA,NA,NA,NA,NA,NA,NA,NA,"DOA","DESPONDENT","NO"
"13452","DRY","MOUNTAINOUS","SEARCH",NA,"MM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","YES"
"13453","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","SNOW","YES"
"13454","TEMPERATE","MOUNTAINOUS","SEARCH",24,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOA",NA,"NO"
"13455","DRY","MOUNTAINOUS","SEARCH",13,"M",NA,NA,NA,NA,"MILD",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES","NO"
"13456","DRY","HILLY","SEARCH",73,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","NO"
"13457","TEMPERATE","MOUNTAINOUS","SEARCH",47,"F",NA,NA,NA,NA,"SEVERE",NA,NA,NA,NA,NA,NA,NA,NA,"DOA","DESPONDENT","NO"
"13458","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"MM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","YES"
"13459","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"13460","TEMPERATE","MOUNTAINOUS","SEARCH",83,"M",NA,NA,NA,NA,"MODERATE",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES","NO"
"13461","DRY","HILLY","SEARCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,"YES"
"13462","TEMPERATE","MOUNTAINOUS","SEARCH",22,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","NO"
"13463","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"MM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"13464","TEMPERATE","MOUNTAINOUS","SEARCH",37,"M",NA,NA,NA,NA,"SEVERE",NA,NA,NA,NA,NA,NA,NA,NA,"DOA","DESPONDENT","NO"
"13465","TEMPERATE","MOUNTAINOUS","SEARCH",37,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13466","DRY","HILLY","SEARCH",NA,"MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","YES"
"13467","TEMPERATE","MOUNTAINOUS","SEARCH",78,"F",NA,NA,NA,NA,"MODERATE",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES","NO"
"13468","TEMPERATE","MOUNTAINOUS","SEARCH",38,"F",NA,NA,NA,NA,"MILD",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","DESPONDENT","NO"
"13469","TEMPERATE","MOUNTAINOUS","SEARCH",16,"F",NA,NA,NA,NA,"MILD",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES","NO"
"13470","DRY","HILLY","SEARCH",23,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13471","DRY","MOUNTAINOUS","SEARCH",23,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13472","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","YES"
"13473","TEMPERATE","MOUNTAINOUS","SEARCH",34,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","SNOW","NO"
"13474","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"13475","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","NO"
"13476","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13477","DRY","HILLY","SEARCH",NA,"AC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","YES"
"13478","DRY","HILLY","SEARCH",45,"M",NA,NA,NA,NA,"MILD",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","DESPONDENT","NO"
"13479","TEMPERATE","MOUNTAINOUS","SEARCH",1,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","CHILD","NO"
"13480","TEMPERATE","MOUNTAINOUS","SEARCH",24,"M",NA,NA,NA,NA,"MILD",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES","NO"
"13481","TEMPERATE","MOUNTAINOUS","SEARCH",12,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","CHILD","NO"
"13482","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"AC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","YES"
"13483","TEMPERATE","MOUNTAINOUS","SEARCH",67,"M",NA,NA,NA,NA,"MODERATE",NA,NA,NA,NA,NA,NA,NA,NA,"DOA","OTHER MENTAL ISSUES","NO"
"13484","TEMPERATE","MOUNTAINOUS","SEARCH",45,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOA","OUTDOOR","NO"
"13485","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOA","OUTDOOR","NO"
"13486","TEMPERATE","MOUNTAINOUS","SEARCH",16,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13487","TEMPERATE","MOUNTAINOUS","SEARCH",4,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","CHILD","NO"
"13488","TEMPERATE","MOUNTAINOUS","SEARCH",45,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","NO"
"13489","TEMPERATE","MOUNTAINOUS","SEARCH",6,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","CHILD","NO"
"13490","TEMPERATE","MOUNTAINOUS","SEARCH",41,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13491","TEMPERATE","MOUNTAINOUS","SEARCH",9,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","CHILD","NO"
"13492","TEMPERATE","MOUNTAINOUS","SEARCH",10,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","CHILD","NO"
"13493","TEMPERATE","MOUNTAINOUS","SEARCH",27,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","SNOW","NO"
"13494","TEMPERATE","MOUNTAINOUS","SEARCH",9,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","CHILD","NO"
"13495","TEMPERATE","MOUNTAINOUS","SEARCH",13,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13496","TEMPERATE","MOUNTAINOUS","SEARCH",41,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOA",NA,"NO"
"13497","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"MM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","CHILD","YES"
"13498","TEMPERATE","MOUNTAINOUS","SEARCH",57,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE",NA,"NO"
"13499","TEMPERATE","MOUNTAINOUS","SEARCH",10,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","CHILD","NO"
"13500","TEMPERATE","MOUNTAINOUS","SEARCH",38,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13501","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","CHILD","YES"
"13502","TEMPERATE","MOUNTAINOUS","SEARCH",54,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOA","OUTDOOR","NO"
"13503","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","YES"
"13504","DRY","MOUNTAINOUS","SEARCH",NA,"MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","YES"
"13505","TEMPERATE","MOUNTAINOUS","SEARCH",44,"MM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOA","VEHICLE","YES"
"13506","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13507","TEMPERATE","MOUNTAINOUS","SEARCH",22,"F",NA,NA,NA,NA,"MILD",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","DESPONDENT","NO"
"13508","TEMPERATE","MOUNTAINOUS","SEARCH",44,"M",NA,NA,NA,NA,"SEVERE",NA,NA,NA,NA,NA,NA,NA,NA,"DOA","DESPONDENT","NO"
"13509","DRY","MOUNTAINOUS","SEARCH",NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13510","TEMPERATE","MOUNTAINOUS","SEARCH",27,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","NO"
"13511","TEMPERATE","MOUNTAINOUS","SEARCH",31,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOA","OUTDOOR","NO"
"13512","TEMPERATE","MOUNTAINOUS","SEARCH",31,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","NO"
"13513","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"AC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","YES"
"13514","TEMPERATE","MOUNTAINOUS","SEARCH",10,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","CHILD","NO"
"13515","TEMPERATE","MOUNTAINOUS","SEARCH",6,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","CHILD","NO"
"13516","DRY","HILLY","SEARCH",NA,"MM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"13517","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"AC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","YES"
"13518","DRY","MOUNTAINOUS","SEARCH",74,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13519","TEMPERATE","MOUNTAINOUS","SEARCH",43,"F",NA,NA,NA,NA,"MILD",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES","NO"
"13520","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"13521","TEMPERATE","MOUNTAINOUS","SEARCH",46,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","NO"
"13522","TEMPERATE","MOUNTAINOUS","SEARCH",62,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13523","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"MM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","YES"
"13524","TEMPERATE","MOUNTAINOUS","SEARCH",NA,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OUTDOOR","NO"
"13525","DRY","MOUNTAINOUS","SEARCH",12,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","CHILD","NO"
"13526","TEMPERATE","MOUNTAINOUS","SEARCH",16,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","VEHICLE","NO"
"13527","TEMPERATE","MOUNTAINOUS","SEARCH",84,"M",NA,NA,NA,NA,"MODERATE",NA,NA,NA,NA,NA,NA,NA,NA,"ALIVE","OTHER MENTAL ISSUES","NO"
"13528","TEMPERATE","MOUNTAINOUS","SEARCH",20,"M",NA,NA,NA,NA,"SEVERE",NA,NA,NA,NA,NA,NA,NA,NA,"DOA","DESPONDENT","NO"
